tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0100_page1rline36_char13_P_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0103_page1rline2_char45_L_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0106_page1rline28_char37_C_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0108_page1rline25_char40_B_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0110_page1rline26_char43_L_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0119_page1rline38_char33_H_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0122_page1rline10_char1_E_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0124_page1rline17_char33_H_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0127_page1rline31_char1_K_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0134_page1rline31_char61_D_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0136_page1rline25_char51_B_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0141_page1rline24_char40_W_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0148_page1rline19_char26_B_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0157_page1rline31_char34_E_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0159_page1rline30_char1_C_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0160_page1rline19_char2_C_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0160_page1rline23_char20_C_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0162_page1rline6_char23_B_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0172_page1rline23_char10_A_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0174_page1rline19_char58_C_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0188_page1rline25_char7_E_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0202_page1rline20_char29_B_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0202_page1rline32_char30_K_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0203_page1rline12_char7_B_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0204_page1rline4_char12_H_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0206_page1rline11_char13_B_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0208_page1rline23_char40_H_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0020_page1rline11_char2_B_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0020_page1rline17_char2_B_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0020_page1rline37_char1_A_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0210_page1rline28_char33_W_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0216_page1rline5_char5_A_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0222_page1rline22_char37_T_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0223_page1rline23_char32_H_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0223_page1rline2_char54_C_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0022_page1rline27_char38_W_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0022_page1rline28_char2_F_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0236_page1rline13_char26_A_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0240_page1rline5_char24_C_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0244_page1rline37_char42_N_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0245_page1rline37_char17_A_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0246_page1rline29_char1_A_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0246_page1rline34_char7_F_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0250_page1rline22_char47_B_uc.tif,1.0
tbraddyll_R12782_usnjpt_4_criticalenquiriesinto1684-0252_page1rline25_char52_M_uc.tif,1.0
